name,price,games_played,goals,assists,goal_contributions,total_points,points_per_game,roi,position,team,minutes,FDR_Average
Lindelof,4.3,0,0,0,0,0,0.0,0.0,DEF,Man Utd,0,-0.061
Maguire,4.9,2,0,0,0,8,2.0,1.633,DEF,Man Utd,195,-0.061
Mainoo,5.3,6,0,0,0,11,1.8,2.075,MID,Man Utd,487,-0.061
Malacia,4.4,0,0,0,0,0,0.0,0.0,DEF,Man Utd,0,-0.061
Martinez,4.5,6,0,0,0,19,3.2,4.222,DEF,Man Utd,526,-0.061
McTominay,4.9,0,0,0,0,2,1.0,0.4082,MID,Man Utd,17,-0.061
Mount,6.3,2,0,0,0,3,1.0,0.4762,MID,Man Utd,144,-0.061
Onana,5.0,6,0,0,0,33,5.5,6.6,GK,Man Utd,540,-0.061
Pellistri,5.0,0,0,0,0,0,0.0,0.0,MID,Man Utd,0,-0.061
Rashford,6.9,5,1,0,1,18,3.0,2.609,MID,Man Utd,417,-0.061
Shaw,4.9,0,0,0,0,0,0.0,0.0,DEF,Man Utd,0,-0.061
Zirkzee,6.9,4,1,0,1,15,2.5,2.174,FWD,Man Utd,354,-0.061
Yoro,4.3,0,0,0,0,0,0.0,0.0,DEF,Man Utd,0,-0.061
De Ligt,5.0,4,1,0,1,24,4.0,4.8,DEF,Man Utd,354,-0.061
Mazraoui,4.6,6,0,1,1,25,4.2,5.435,DEF,Man Utd,513,-0.061
Collyer,4.5,0,0,0,0,1,1.0,0.2222,MID,Man Utd,45,-0.061
Wheatley,4.5,0,0,0,0,0,0.0,0.0,FWD,Man Utd,0,-0.061
Ugarte,5.0,1,0,0,0,3,1.0,0.6,MID,Man Utd,102,-0.061
A.Murphy,4.0,0,0,0,0,0,0.0,0.0,DEF,Newcastle,0,0.184
Almirón,5.6,0,0,0,0,2,1.0,0.3571,MID,Newcastle,2,0.184
Barnes,6.5,3,3,1,4,35,5.8,5.385,MID,Newcastle,323,0.184
Botman,4.4,0,0,0,0,0,0.0,0.0,DEF,Newcastle,0,0.184
Bruno G.,6.3,6,0,1,1,16,2.7,2.54,MID,Newcastle,536,0.184
Burn,4.4,6,0,0,0,10,1.7,2.273,DEF,Newcastle,540,0.184
Dúbravka,4.3,0,0,0,0,0,0.0,0.0,GK,Newcastle,0,0.184
Gordon,7.3,6,2,0,2,28,4.7,3.836,MID,Newcastle,509,0.184
Hall,4.3,3,0,0,0,12,2.0,2.791,DEF,Newcastle,337,0.184
Hayden,4.5,0,0,0,0,0,0.0,0.0,MID,Newcastle,0,0.184
Isak,8.3,5,1,1,2,19,3.8,2.289,FWD,Newcastle,405,0.184
J.Murphy,5.2,4,0,2,2,13,2.2,2.5,MID,Newcastle,340,0.184
Joelinton,6.0,6,1,0,1,16,2.7,2.667,MID,Newcastle,478,0.184
Kelly,4.4,3,0,1,1,8,1.6,1.818,DEF,Newcastle,203,0.184
Krafth,4.5,2,0,0,0,10,3.3,2.222,DEF,Newcastle,240,0.184
Kuol,4.5,0,0,0,0,0,0.0,0.0,MID,Newcastle,0,0.184
Lascelles,4.5,0,0,0,0,0,0.0,0.0,DEF,Newcastle,0,0.184
Lewis,4.0,0,0,0,0,0,0.0,0.0,DEF,Newcastle,0,0.184
Livramento,4.5,4,0,0,0,14,2.3,3.111,DEF,Newcastle,328,0.184
Longstaff,4.8,4,0,0,0,8,1.6,1.667,MID,Newcastle,283,0.184
Miley,5.0,0,0,0,0,0,0.0,0.0,MID,Newcastle,0,0.184
Odysseas,4.4,0,0,0,0,0,0.0,0.0,GK,Newcastle,0,0.184
Pope,5.0,6,0,0,0,25,4.2,5.0,GK,Newcastle,540,0.184
Ruddy,4.0,0,0,0,0,0,0.0,0.0,GK,Newcastle,0,0.184
Schär,5.4,4,1,0,1,8,2.0,1.481,DEF,Newcastle,297,0.184
Targett,4.0,0,0,0,0,0,0.0,0.0,DEF,Newcastle,0,0.184
Tonali,5.5,1,0,0,0,4,1.0,0.7273,MID,Newcastle,160,0.184
Trippier,5.7,2,0,0,0,5,1.2,0.8772,DEF,Newcastle,208,0.184
White,4.5,0,0,0,0,0,0.0,0.0,MID,Newcastle,0,0.184
Willock,4.8,1,0,1,1,7,1.8,1.458,MID,Newcastle,123,0.184
Wilson,6.9,0,0,0,0,0,0.0,0.0,FWD,Newcastle,0,0.184
Pivas,4.0,0,0,0,0,0,0.0,0.0,DEF,Newcastle,0,0.184
Osula,5.0,0,0,0,0,1,1.0,0.2,FWD,Newcastle,7,0.184
Alex Moreno,4.4,3,0,0,0,8,2.7,1.818,DEF,Nott'm Forest,207,0.079
Aina,4.5,6,0,0,0,22,3.7,4.889,DEF,Nott'm Forest,503,0.079
Anderson,5.0,5,0,1,1,15,2.5,3.0,MID,Nott'm Forest,356,0.079
Awoniyi,5.7,1,0,0,0,4,1.0,0.7018,FWD,Nott'm Forest,79,0.079
Boly,4.3,1,0,0,0,3,1.5,0.6977,DEF,Nott'm Forest,91,0.079
Bowler,4.5,0,0,0,0,0,0.0,0.0,MID,Nott'm Forest,0,0.079
C.Miguel,4.3,0,0,0,0,0,0.0,0.0,GK,Nott'm Forest,0,0.079
Da Silva Moreira,4.5,0,0,0,0,0,0.0,0.0,MID,Nott'm Forest,0,0.079
Danilo,4.8,1,0,0,0,1,1.0,0.2083,MID,Nott'm Forest,14,0.079
Dennis,4.9,0,0,0,0,0,0.0,0.0,FWD,Nott'm Forest,0,0.079
Dominguez,4.9,2,0,0,0,3,0.8,0.6122,MID,Nott'm Forest,160,0.079
Elanga,5.3,4,0,1,1,11,1.8,2.075,MID,Nott'm Forest,352,0.079
Gibbs-White,6.3,5,1,0,1,15,3.0,2.381,MID,Nott'm Forest,432,0.079
Hudson-Odoi,5.4,4,1,1,2,20,3.3,3.704,MID,Nott'm Forest,399,0.079
Mighten,4.5,0,0,0,0,0,0.0,0.0,MID,Nott'm Forest,0,0.079
Murillo,4.5,6,0,0,0,19,3.2,4.222,DEF,Nott'm Forest,540,0.079
N.Williams,4.5,3,0,0,0,11,1.8,2.444,DEF,Nott'm Forest,331,0.079
O.Richards,4.5,0,0,0,0,0,0.0,0.0,DEF,Nott'm Forest,0,0.079
O'Brien,5.0,0,0,0,0,0,0.0,0.0,MID,Nott'm Forest,0,0.079
Omobamidele,4.3,0,0,0,0,0,0.0,0.0,DEF,Nott'm Forest,0,0.079
Panzo,4.0,0,0,0,0,0,0.0,0.0,DEF,Nott'm Forest,0,0.079
Sangaré,4.4,3,0,0,0,4,1.3,0.9091,MID,Nott'm Forest,212,0.079
Sels,4.5,6,0,0,0,23,3.8,5.111,GK,Nott'm Forest,540,0.079
Toffolo,4.4,0,0,0,0,1,1.0,0.2273,DEF,Nott'm Forest,36,0.079
Ui-jo,4.5,0,0,0,0,0,0.0,0.0,FWD,Nott'm Forest,0,0.079
Wood,6.2,6,3,0,3,31,5.2,5.0,FWD,Nott'm Forest,476,0.079
Worrall,4.5,0,0,0,0,0,0.0,0.0,DEF,Nott'm Forest,0,0.079
Yates,5.0,2,0,1,1,13,2.2,2.6,MID,Nott'm Forest,356,0.079
Ward-Prowse,6.2,3,0,0,0,7,1.8,1.129,MID,Nott'm Forest,225,0.079
Milenković,4.5,5,0,0,0,17,3.4,3.778,DEF,Nott'm Forest,450,0.079
Jota Silva,5.9,0,0,1,1,7,1.4,1.186,MID,Nott'm Forest,89,0.079
Sosa,5.5,0,1,0,1,8,2.7,1.455,MID,Nott'm Forest,56,0.079
Morato,4.5,0,0,0,0,2,1.0,0.4444,DEF,Nott'm Forest,27,0.079
Ramsdale,4.4,4,0,0,0,10,2.5,2.273,GK,Southampton,360,-0.351
Archer,5.0,2,0,0,0,5,0.8,1.0,FWD,Southampton,215,-0.351
Ugochukwu,4.5,2,0,0,0,4,1.3,0.8889,MID,Southampton,139,-0.351
Fraser,4.9,2,0,0,0,3,1.0,0.6122,MID,Southampton,129,-0.351
Alcaraz,4.9,0,0,0,0,1,1.0,0.2041,MID,Southampton,9,-0.351
Amo-Ameyaw,4.5,0,0,0,0,1,1.0,0.2222,MID,Southampton,9,-0.351
Aribo,4.9,3,0,0,0,8,1.6,1.633,MID,Southampton,271,-0.351
Armstrong,5.3,3,0,0,0,5,1.2,0.9434,FWD,Southampton,213,-0.351
Bazunu,4.4,0,0,0,0,0,0.0,0.0,GK,Southampton,0,-0.351
Bednarek,4.0,6,0,0,0,8,1.3,2.0,DEF,Southampton,530,-0.351
Bella-Kotchap,4.0,0,0,0,0,0,0.0,0.0,DEF,Southampton,0,-0.351
Bree,4.0,0,0,0,0,0,0.0,0.0,DEF,Southampton,0,-0.351
Charles,4.5,0,0,0,0,0,0.0,0.0,MID,Southampton,0,-0.351
Edozie,4.9,0,0,0,0,1,0.5,0.2041,MID,Southampton,64,-0.351
Edwards,4.0,0,0,0,0,0,0.0,0.0,DEF,Southampton,0,-0.351
Harwood-Bellis,4.0,5,1,0,1,13,2.2,3.25,DEF,Southampton,409,-0.351
Kamaldeen,5.0,0,0,0,0,0,0.0,0.0,MID,Southampton,0,-0.351
Lallana,5.0,1,0,2,2,9,2.2,1.8,MID,Southampton,113,-0.351
Larios,4.0,0,0,0,0,0,0.0,0.0,DEF,Southampton,0,-0.351
Lis,4.0,0,0,0,0,0,0.0,0.0,GK,Southampton,0,-0.351
Lumley,4.0,0,0,0,0,0,0.0,0.0,GK,Southampton,0,-0.351
Manning,4.3,0,0,0,0,0,0.0,0.0,DEF,Southampton,0,-0.351
Mara,5.0,0,0,0,0,0,0.0,0.0,FWD,Southampton,0,-0.351
McCarthy,4.4,2,0,0,0,6,3.0,1.364,GK,Southampton,180,-0.351
Onuachu,4.9,0,0,0,0,0,0.0,0.0,FWD,Southampton,0,-0.351
Smallbone,5.0,3,0,0,0,5,1.7,1.0,MID,Southampton,218,-0.351
Stephens,4.0,4,0,0,0,2,0.5,0.5,DEF,Southampton,348,-0.351
Stewart,4.6,0,0,0,0,2,0.7,0.4348,FWD,Southampton,104,-0.351
Sugawara,4.5,6,1,0,1,13,2.2,2.889,DEF,Southampton,476,-0.351
Taylor,4.0,2,0,0,0,3,1.0,0.75,DEF,Southampton,194,-0.351
Walker-Peters,4.4,4,0,0,0,6,1.5,1.364,DEF,Southampton,350,-0.351
Wood,4.0,0,0,0,0,0,0.0,0.0,DEF,Southampton,0,-0.351
Cornet,4.9,1,0,0,0,1,0.5,0.2041,MID,Southampton,71,-0.351
Downes,4.9,6,0,0,0,9,1.5,1.837,MID,Southampton,540,-0.351
Brereton Díaz,5.3,4,0,0,0,9,1.5,1.698,MID,Southampton,389,-0.351
Dibling,4.6,3,1,0,1,17,2.8,3.696,MID,Southampton,278,-0.351
M.Fernandes,5.0,3,0,0,0,8,1.6,1.6,MID,Southampton,298,-0.351
Solanke,7.6,4,2,0,2,16,4.0,2.105,FWD,Spurs,357,0.123
A.Phillips,4.0,0,0,0,0,0,0.0,0.0,DEF,Spurs,0,0.123
Austin,4.0,0,0,0,0,0,0.0,0.0,GK,Spurs,0,0.123
Bentancur,5.0,4,0,0,0,7,1.4,1.4,MID,Spurs,304,0.123
Bergvall,4.5,0,0,0,0,5,1.0,1.111,MID,Spurs,46,0.123
Bissouma,4.9,2,1,0,1,10,3.3,2.041,MID,Spurs,179,0.123
Bryan,5.0,0,0,0,0,0,0.0,0.0,MID,Spurs,0,0.123
Davies,4.4,0,0,0,0,0,0.0,0.0,DEF,Spurs,0,0.123
Devine,4.5,0,0,0,0,0,0.0,0.0,MID,Spurs,0,0.123
Dragusin,4.4,1,0,0,0,2,1.0,0.4545,DEF,Spurs,99,0.123
E.Royal,4.5,0,0,0,0,0,0.0,0.0,DEF,Spurs,0,0.123
Forster,4.4,0,0,0,0,0,0.0,0.0,GK,Spurs,0,0.123
Gray,4.8,0,0,0,0,3,1.0,0.625,MID,Spurs,32,0.123
Højbjerg,5.0,0,0,0,0,0,0.0,0.0,MID,Spurs,0,0.123
Johnson,6.4,5,2,2,4,29,4.8,4.531,MID,Spurs,423,0.123
Kulusevski,6.2,5,1,1,2,23,3.8,3.71,MID,Spurs,437,0.123
Lo Celso,4.9,0,0,0,0,0,0.0,0.0,MID,Spurs,0,0.123
Maddison,7.5,6,1,3,4,29,4.8,3.867,MID,Spurs,479,0.123
Pedro Porro,5.5,6,1,0,1,25,4.2,4.545,DEF,Spurs,537,0.123
Reguilón,4.3,0,0,0,0,0,0.0,0.0,DEF,Spurs,0,0.123
Richarlison,6.8,0,0,0,0,2,1.0,0.2941,FWD,Spurs,25,0.123
Romero,5.1,6,1,0,1,27,4.5,5.294,DEF,Spurs,540,0.123
P.M.Sarr,4.9,2,0,1,1,9,1.5,1.837,MID,Spurs,200,0.123
Scarlett,4.5,0,0,0,0,0,0.0,0.0,FWD,Spurs,0,0.123
Solomon,5.4,0,0,0,0,0,0.0,0.0,MID,Spurs,0,0.123
Son,9.9,5,2,2,4,33,6.6,3.333,MID,Spurs,450,0.123
Spence,4.4,0,0,0,0,2,0.7,0.4545,DEF,Spurs,63,0.123
Udogie,5.0,6,0,0,0,13,2.2,2.6,DEF,Spurs,477,0.123
Van de Ven,4.5,5,0,2,2,24,4.8,5.333,DEF,Spurs,440,0.123
Veliz,5.0,0,0,0,0,0,0.0,0.0,FWD,Spurs,0,0.123
Vicario,5.0,6,0,0,0,20,3.3,4.0,GK,Spurs,540,0.123
Werner,6.2,1,0,0,0,6,1.5,0.9677,MID,Spurs,114,0.123
Whiteman,4.0,0,0,0,0,0,0.0,0.0,GK,Spurs,0,0.123
Lankshear,4.5,0,0,0,0,0,0.0,0.0,FWD,Spurs,0,0.123
Moore,4.5,0,0,0,0,2,1.0,0.4444,MID,Spurs,16,0.123
Odobert,5.4,2,0,0,0,6,2.0,1.111,MID,Spurs,160,0.123
Wan-Bissaka,4.5,4,0,0,0,7,1.4,1.556,DEF,West Ham,388,-0.272
Álvarez,5.0,3,0,0,0,4,1.0,0.8,MID,West Ham,222,-0.272
Antonio,5.4,5,0,1,1,12,2.0,2.222,FWD,West Ham,358,-0.272
Areola,4.5,6,0,0,0,14,2.3,3.111,GK,West Ham,495,-0.272
Bowen,7.4,6,1,2,3,24,4.0,3.243,MID,West Ham,517,-0.272
Coufal,4.4,2,0,0,0,9,2.2,2.045,DEF,West Ham,198,-0.272
Cresswell,4.0,0,0,0,0,2,1.0,0.5,DEF,West Ham,18,-0.272
Earthy,4.5,0,0,0,0,0,0.0,0.0,MID,West Ham,0,-0.272
Emerson,4.4,6,0,0,0,9,1.5,2.045,DEF,West Ham,421,-0.272
Fabianski,4.0,0,0,0,0,1,1.0,0.25,GK,West Ham,45,-0.272
Foderingham,4.4,0,0,0,0,0,0.0,0.0,GK,West Ham,0,-0.272
Ings,5.0,0,1,0,1,10,3.3,2.0,FWD,West Ham,28,-0.272
Kilman,4.5,6,0,1,1,16,2.7,3.556,DEF,West Ham,540,-0.272
Kudus,6.3,6,0,0,0,12,2.0,1.905,MID,West Ham,492,-0.272
L.Guilherme,4.8,0,0,0,0,0,0.0,0.0,MID,West Ham,0,-0.272
L.Paquetá,5.9,5,1,0,1,16,2.7,2.712,MID,West Ham,444,-0.272
Mavropanos,4.5,5,0,0,0,14,2.3,3.111,DEF,West Ham,495,-0.272
N.Aguerd,4.4,0,0,0,0,0,0.0,0.0,DEF,West Ham,0,-0.272
Souček,5.0,4,2,1,3,25,4.2,5.0,MID,West Ham,367,-0.272
Zouma,4.4,0,0,0,0,0,0.0,0.0,DEF,West Ham,0,-0.272
Irving,4.9,0,0,0,0,1,0.5,0.2041,MID,West Ham,19,-0.272
Summerville,5.7,1,0,0,0,5,1.0,0.8772,MID,West Ham,133,-0.272
G.Rodríguez,4.9,6,0,0,0,10,1.7,2.041,MID,West Ham,460,-0.272
Füllkrug,6.7,0,0,0,0,3,1.0,0.4478,FWD,West Ham,63,-0.272
Todibo,4.4,1,0,0,0,4,1.3,0.9091,DEF,West Ham,97,-0.272
Casey,4.0,0,0,0,0,0,0.0,0.0,DEF,West Ham,0,-0.272
C.Soler,5.0,0,0,0,0,1,0.3,0.2,MID,West Ham,101,-0.272
Johnstone,4.4,4,0,0,0,8,2.0,1.818,GK,Wolves,360,-0.605
Aït-Nouri,4.4,6,1,1,2,13,2.2,2.955,DEF,Wolves,474,-0.605
B.Traore,4.9,0,0,0,0,0,0.0,0.0,MID,Wolves,0,-0.605
Bellegarde,5.0,6,1,0,1,16,2.7,3.2,MID,Wolves,389,-0.605
Bentley,4.0,0,0,0,0,0,0.0,0.0,GK,Wolves,0,-0.605
Chiquinho,4.5,0,0,0,0,1,1.0,0.2222,MID,Wolves,6,-0.605
Chirewa,4.5,0,0,0,0,0,0.0,0.0,MID,Wolves,0,-0.605
Chiwome,4.5,0,0,0,0,0,0.0,0.0,FWD,Wolves,0,-0.605
Cundle,4.5,0,0,0,0,0,0.0,0.0,MID,Wolves,0,-0.605
Cunha,6.5,5,2,0,2,21,3.5,3.231,FWD,Wolves,460,-0.605
Dawson,4.4,3,0,0,0,6,1.2,1.364,DEF,Wolves,299,-0.605
Doherty,4.4,2,0,0,0,2,0.5,0.4545,DEF,Wolves,208,-0.605
Doyle,4.9,0,0,0,0,5,1.0,1.02,MID,Wolves,65,-0.605
Fábio Silva,5.0,0,0,0,0,0,0.0,0.0,FWD,Wolves,0,-0.605
Fraser,4.5,0,0,0,0,0,0.0,0.0,FWD,Wolves,0,-0.605
Gonzalez,4.5,0,0,0,0,0,0.0,0.0,MID,Wolves,0,-0.605
Guedes,5.3,0,0,0,0,3,1.0,0.566,MID,Wolves,44,-0.605
H.Bueno,4.5,0,0,0,0,0,0.0,0.0,DEF,Wolves,0,-0.605
Hee Chan,6.2,2,0,0,0,6,1.2,0.9677,MID,Wolves,219,-0.605
Hodge,4.5,0,0,0,0,0,0.0,0.0,MID,Wolves,0,-0.605
Hoever,4.0,0,0,0,0,0,0.0,0.0,DEF,Wolves,0,-0.605
J.Gomes,4.9,6,0,0,0,8,1.3,1.633,MID,Wolves,493,-0.605
José Sá,4.4,2,0,0,0,1,0.5,0.2273,GK,Wolves,180,-0.605
Kalajdžić,4.9,0,0,0,0,0,0.0,0.0,FWD,Wolves,0,-0.605
King,4.0,0,0,0,0,0,0.0,0.0,GK,Wolves,0,-0.605
Mario Jr.,5.0,6,1,1,2,22,3.7,4.4,MID,Wolves,539,-0.605
Mosquera,4.0,5,0,0,0,3,0.6,0.75,DEF,Wolves,441,-0.605
N.Semedo,4.5,4,0,0,0,4,1.0,0.8889,DEF,Wolves,330,-0.605
Pedro Lima,4.0,0,0,0,0,0,0.0,0.0,DEF,Wolves,0,-0.605
Podence,5.5,0,0,0,0,2,1.0,0.3636,MID,Wolves,46,-0.605
R.Gomes,5.3,1,0,0,0,4,1.3,0.7547,MID,Wolves,115,-0.605
S.Bueno,4.4,1,0,0,0,1,0.5,0.2273,DEF,Wolves,84,-0.605
Sarabia,5.2,0,0,0,0,2,1.0,0.3846,MID,Wolves,28,-0.605
Strand Larsen,5.5,6,1,1,2,19,3.2,3.455,FWD,Wolves,474,-0.605
Toti,4.3,4,0,1,1,4,1.0,0.9302,DEF,Wolves,360,-0.605
Meupiyou,4.0,0,0,0,0,0,0.0,0.0,DEF,Wolves,0,-0.605
André,5.0,3,0,0,0,5,1.2,1.0,MID,Wolves,260,-0.605
Forbs,5.5,0,0,0,0,1,0.5,0.1818,MID,Wolves,42,-0.605
Pond,4.0,0,0,0,0,0,0.0,0.0,DEF,Wolves,0,-0.605
